name,# tweets retweeted,# followers,last tweet retweeted
@JChrisPires,1,4227,RT @AusConservation: As young people we don t believe there needs to be a tension between jobs and environment says Kirsty Albion of @AYCC
@Isab3lCortes,1,574,"RT @AusConservation: Live at @MelbWritersFest where @BenOquist has just ntroduced @NaomiAKlein as ""one of the most influential voices of ou"
@Irlandia,1,5466,RT @AusConservation: Big news. One of Aust's big 4 banks has said no to financing Adani's proposed mega coal mine in Qld's Galilee Basin. h
@IndiBlu,1,2457,"RT @AusConservation: Committee saw two emu wrens on site visit yesterday, protected in part by advocacy efforts of @ConservationSA #DefendE"
@IIreckon,1,1215,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@Hutchin2000,1,37,"RT @AusConservation: Canada tried to silence environment groups. Australia, don't let it happen here, writes David Suzuki in http://t.co/t5"
@Eschertology,1,2464,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@EnviroVic,1,12347,RT @AusConservation: ERF 'safeguard mechanism' safeguards big polluters right to pollute  ACF's @VictoriaMcKMcH: http://t.co/WyLpqRadVl 
@cleanupanglesea,1,132,"RT @AusConservation: Feds 'de-radicalization kit' linking extremism to environmentalism ""very disappointing"" says ACF's @JonathanLaNauze ht"
@BiomimicrySwarm,1,1087,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@BinaryBlood,1,218,"RT @AusConservation: Dear #G20,
Looking for ways to fund climate action? Cut fossil fuel subsidies. 
Sincerely, the world. #StopFundingFoss"
@BethandtheKing,1,171,"RT @AusConservation: Tax deductions arent subsidies, they are an investments by government, says economist Prof Bill Malcolm #DefendEnviro"
@BenPugsley,1,575,RT @AusConservation: Big news. One of Aust's big 4 banks has said no to financing Adani's proposed mega coal mine in Qld's Galilee Basin. h
@BeachMilk,1,1416,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@Bazthebearuk,1,427,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@BRSustInv,1,139,"RT @AusConservation: Countries spend $88 billion of public money each year to find new fossil fuels, even though the fossil fuel era is ove"
@AustMarConsSoc,1,5364,RT @AusConservation: Advocacy a key aspect of protecting the environment: National Parks Australia Council. @DefendEnviroOrgs #auspol
@AnimalNsw2015,1,1129,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@AngeRintoul,1,489,RT @AusConservation: If we treat climate as the crisis it is - it can be an opportunity to build a better society @NaomiAKlein @MelbWriters
@Altraider,1,1996,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@AltLJ,1,10663,"RT @AusConservation: EPBC Act working well, govt's case for change is gung ho, full of bluster, ignores crucial facts: Murray Wilcox QC h"
@AllyToolangi,1,635,RT @AusConservation: We believe there is a legacy of nuclear waste..which we need to manage responsibly properly maturely @NukeDaveSweeney 
@AfricaGreenMedi,1,4220,RT @AusConservation: Day ends on a high note with fantastic advocacy from Mr David Crosbie on behalf of the whole charitable sector @ComCou
@ActivePezz,1,17,RT @AusConservation: Advocacy a key aspect of protecting the environment: National Parks Australia Council. @DefendEnviroOrgs #auspol
@ActinideAge,1,829,RT @AusConservation: There are..rogue people that..call themselves 'pro-nuclear environmentalists'.. individuals and not organisations http
@AaronJParsons,1,5815,"RT @AusConservation: Dear #G20,
Looking for ways to fund climate action? Cut fossil fuel subsidies. 
Sincerely, the world. #StopFundingFoss"
@ARTHURSLEA,1,1325,RT @AusConservation: We need to talk about climate change as a profound moral crisis @NaomiAKlein @MelbWritersFest
@APS_Media,1,3737,RT @AusConservation: On mental health + environmentalism: taking action to address a source of anxiety is a great way to manage it @APS_Med
@ANGELORAPHAELO,1,1761,"RT @AusConservation: Canada tried to silence environment groups. Australia, don't let it happen here, writes David Suzuki in http://t.co/t5"
@AMCaldwell1,1,589,"RT @AusConservation: Canada tried to silence environment groups. Australia, don't let it happen here, writes David Suzuki in http://t.co/t5"
@ACTCOSS,1,1604,RT @AusConservation: 'On ground' work versus advocacy is a false dichotomy: @WWF_Australia at #HoR inquiry. #DefendEnviroOrgs #auspol
@6f6e5ba6bdc34ae,1,494,RT @AusConservation: Treating water as merely a farm input was how we stuffed up the Murray. Putting it in Ag portfolio repeats mistake htt
@5mbmblogger,1,1387,RT @AusConservation: If we treat climate as the crisis it is - it can be an opportunity to build a better society @NaomiAKlein @MelbWriters
@53keithm,1,1349,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@47ef,1,250,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@3ty3,1,1477,RT @AusConservation: Many of the places we love saved because people cared and joined Australia's environment groups. #DefendEnviroOrgs htt
@350Australia,1,7482,RT @AusConservation: Check out @NaomiAKlein debating Tom Switzer on @QandA last night - riveting viewing - now online - http://t.co/fPZd451
@Bio_nRICHd,1,82,RT @AusConservation: Conservatives across the world are tackling climate change - will Turnbull? @BenOquist @abcnews http://t.co/G9pA9sohNJ
@BirchallVerity,1,215,RT @AusConservation: Many of the places we love saved because people cared and joined Australia's environment groups. #DefendEnviroOrgs htt
@Ed_co33,1,1461,"RT @AusConservation: Abbotts safeguard mechanism is effectively a license to pollute - read ACF's Susan Harter @renew_economy @GregHuntMP
"
@BirdlifeOz,1,5433,RT @AusConservation: C'ttee loving hearing about the science-based advocacy for birds by @BirdlifeOz #DefendEnviroOrgs
@ERN_Malleyscrub,1,4817,RT @AusConservation: Warm applause for the end of this enlightening session with @NaomiAKlein thanks for sharing it with @AusConservation @
@EDO_Qld,1,789,"RT @AusConservation: EPBC Act working well, govt's case for change is gung ho, full of bluster, ignores crucial facts: Murray Wilcox QC h"
@EDO_ACT,1,99,RT @AusConservation: Hurrah for all these lovely people who have turned out to #DefendEnviroOrgs http://t.co/NKX7URJVVD
@DuchessFrida,1,1083,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@DrJennyRollo,1,265,RT @AusConservation: http://t.co/t5F5d6oHIu http://t.co/a5T1Pv7wnN
@DrAliMitchell,1,958,RT @AusConservation: The fine folks of Melbourne holding photos of the places they love #DefendEnviroOrgs http://t.co/GRnHF296R8
@DoomsdaysCW,1,2128,"RT @AusConservation: Canada tried to silence environment groups. Australia, don't let it happen here, writes David Suzuki in http://t.co/t5"
@DonClydeButc,1,1184,RT @AusConservation: Many of the places we love saved because people cared and joined Australia's environment groups. #DefendEnviroOrgs htt
@DiDelaine,1,92,RT @AusConservation: Plastic: the wonder material filling our oceans and beaches. http://t.co/NUqYrPT4Zb @RadioNational http://t.co/4xnKx3u
@DermotOz,1,3062,"RT @AusConservation: WATCH THIS VIDEO and join us at Vic Parliament lunchtime Monday, as the inquiry into environment groups meets inside h"
@DermotAndrewDun,1,81,"RT @AusConservation: Climate getting hotter has an impact on health, productivity, safety, workplaces, children... @DocsEnvAus #DefendEnvir"
@DerekBlomfield,1,375,"RT @AusConservation: Give us renewables, super funds tell the PM @TheNewDailyAu @TurnbullMalcolm http://t.co/qVWOMxJnWY"
@DelcietT,1,142,RT @AusConservation: @CVAustralia explain their significant $ support from corporate partners including Telstra and iron ore companies #Def
@Dehler45,1,1551,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@DavidBethune2,1,32,RT @AusConservation: If we treat climate as the crisis it is - it can be an opportunity to build a better society @NaomiAKlein @MelbWriters
@DarwinEcoArtist,1,631,"RT @AusConservation: With a big El Nio coming &amp; predictions of a bad bushfire season, the govt should look to safeguard our future from cl"
@ComCouncil,1,1512,RT @AusConservation: Day ends on a high note with fantastic advocacy from Mr David Crosbie on behalf of the whole charitable sector @ComCou
@ColoradoShea,1,1614,RT @AusConservation: Renewed calls for WA Forest Products Commission to lose 'controlled wood' accreditation over karri logging: http://t.c
@CleanEconomySer,1,1653,RT @AusConservation: Big news. One of Aust's big 4 banks has said no to financing Adani's proposed mega coal mine in Qld's Galilee Basin. h
@ChristineMilne,1,77320,RT @AusConservation: Karen Alexander OAM tells C'ttee its far more efficient to prevent the problem than come in later and fix it #Defen
@ChampionRosa,1,25,RT @AusConservation: Warm applause for the end of this enlightening session with @NaomiAKlein thanks for sharing it with @AusConservation @
@Canterbury222,1,152,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@CabuyReinnard,1,84,RT @AusConservation: On mental health + environmentalism: taking action to address a source of anxiety is a great way to manage it @APS_Med
@CSLaustralia,1,2046,RT @AusConservation: Advocacy is about making the planet better @kellyoshanassy tells the crowd at #DefendEnviroOrgs
@ByVanessaW,1,6280,"RT @AusConservation: ""Advocacy is often the most efficient &amp; effective spend of those funds to protect the environment: @PiersVerstegen #D"
@BrianLawrence15,1,20,RT @AusConservation: Then irony of @TonyAbbottMHR policies is that they make no sense economically @NaomiAKlein @MelbWritersFest
@BlackburnWright,1,355,"RT @AusConservation: Countries spend $88 billion of public money each year to find new fossil fuels, even though the fossil fuel era is ove"
@LisaGrundmann1,1,115,RT @AusConservation: If we treat climate as the crisis it is - it can be an opportunity to build a better society @NaomiAKlein @MelbWriters
@LisanevilleMP,1,2214,RT @AusConservation: Today. Melbourne. 12.30pm. Bring a photo of a place you love! RSVP now! &gt;&gt; #DefendEnviroOrgs http://t.co/rV0uMEzGhO
@LubeeUp,1,595,"RT @AusConservation: Committee hearing now about the conservation of gibbons, rhinos, bears &amp; other Asian wildlife &amp; habitat. @wildlifeasia"
@agfeurtado,1,74,"RT @AusConservation: Countries spend $88 billion of public money each year to find new fossil fuels, even though the fossil fuel era is ove"
@adi87974,1,222,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@aForestReprieve,1,715,"RT @AusConservation: The fine folk who turned up today to Vic Parliament to say ""Caring keeps Australian beautiful"" #DefendEnviroOrgs http:"
@__eclectica,1,520,RT @AusConservation: Poll shows voters believe the govt is trying to silence conservationists.  https://t.co/x6jnVDqGWY
@Wolfie_Rankin,1,3674,RT @AusConservation: The Australian PM should look at Canada because Stephen Harper is about to get thrown out of office @NaomiAKlein @Melb
@WoJiangYou,1,419,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@William_Bourke,1,266,"RT @AusConservation: Countries spend $88 billion of public money each year to find new fossil fuels, even though the fossil fuel era is ove"
@VoteMurdochOut,1,270,RT @AusConservation: The Australian PM should look at Canada because Stephen Harper is about to get thrown out of office @NaomiAKlein @Melb
@VitoCarrozzo,1,1026,RT @AusConservation: The @ComCouncil tells inquiry that charities employ five times more people than mining does in Australia. #DefendEnvir
@VinePsychic,1,1820,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@1_linz,1,915,"RT @AusConservation: Canada tried to silence environment groups. Australia, don't let it happen here, writes David Suzuki in http://t.co/t5"
@Urbanebalance,1,362,RT @AusConservation: Karen Alexander OAM tells C'ttee its far more efficient to prevent the problem than come in later and fix it #Defen
@Trolley_d,1,802,"RT @AusConservation: On climate change @TonyAbbottMHR ""acts is if Australia is cut off from the rest of the planet,"" writes @ToniHassan htt"
@ToolangiRed,1,785,"RT @AusConservation: Committee members attempt to wedge groups with false dichotomy of ""advocacy"" vs ""on ground"" work. @Naturefsa resists. "
@Tintie4,1,359,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@TimStephens10,1,1285,RT @AusConservation: Proposed #ERF safeguard mechanism sets baselines at a companys highest level of pollution over a five year period...
@Thom_Mitchell,1,574,RT @AusConservation: Today. Melbourne. 12.30pm. Bring a photo of a place you love! RSVP now! &gt;&gt; #DefendEnviroOrgs http://t.co/rV0uMEzGhO
@TheScullaMooks,1,231,"RT @AusConservation: Federal govts 'de-radicalization kit' linking extremism to environmentalism ""very disappointing"" says @AusConservation"
@TheRealMegJon,1,52,RT @AusConservation: 1000s die prematurely from coal pollution..And you think that is amazing? Disgraceful. @kellyoshanassy #coalisamazing 
@TheRealEwbank,1,2914,RT @AusConservation: Restriction of DGR status of env groups might impact implied right of freedom of political communication: @thelawcounc
@TheGrantsGuy,1,1057,RT @AusConservation: The beauty of philanthropy is that its not government. It is private wealth for public good @PhilanthropyAus #DefendE
@TheAusInstitute,1,8897,"RT @AusConservation: Live at @MelbWritersFest where @BenOquist has just ntroduced @NaomiAKlein as ""one of the most influential voices of ou"
@TenaxEnergy,1,562,"RT @AusConservation: With a big El Nio coming &amp; predictions of a bad bushfire season, the govt should look to safeguard our future from cl"
@TRON_Lord,1,1747,"RT @AusConservation: Evidence before inquiry about @TheIPA (which has DGR status) funding a book by overseas climate denier. ""On ground"" wo"
@SurprisedOwl,1,531,RT @AusConservation: Hey all - @ausconservation will live tweet from @NaomiAKlein presentation today at @MelbWritersFest from 6PM EST - joi
@SunEconomy,1,1340,RT @AusConservation: @AYCC schools the Member for Dawson on how expansion of coal in the Galilee Basin will impact the Reef #DefendEnviroOr
@Subdo2,1,1584,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@Stringy32,1,629,"RT @AusConservation: Countries spend $88 billion of public money each year to find new fossil fuels, even though the fossil fuel era is ove"
@agegreenwood,1,635,"RT @AusConservation: On climate change @TonyAbbottMHR ""acts is if Australia is cut off from the rest of the planet,"" writes @ToniHassan htt"
@alanstenhouse,1,73,"RT @AusConservation: Countries spend $88 billion of public money each year to find new fossil fuels, even though the fossil fuel era is ove"
@LyneFomiatti,1,436,RT @AusConservation: The @ComCouncil tells inquiry that charities employ five times more people than mining does in Australia. #DefendEnvir
@alanwilliamz,1,227,RT @AusConservation: If we treat climate as the crisis it is - it can be an opportunity to build a better society @NaomiAKlein @MelbWriters
@clarawhyte,1,724,"RT @AusConservation: Federal govts 'de-radicalization kit' linking extremism to environmentalism ""very disappointing"" says @AusConservation"
@chrisharold14,1,170,"RT @AusConservation: Adani mine a $20b project creating 10,000 jobs? The Abbott government's myths busted @TonyAbbottMHR @theage http://t.c"
@charluv2011,1,2551,RT @AusConservation: ERF 'safeguard mechanism' safeguards big polluters right to pollute  ACF's @VictoriaMcKMcH: http://t.co/WyLpqRadVl 
@charles_tan77,1,165,RT @AusConservation: The fine folks of Melbourne holding photos of the places they love #DefendEnviroOrgs http://t.co/GRnHF296R8
@casey1939,1,625,RT @AusConservation: Then irony of @TonyAbbottMHR policies is that they make no sense economically @NaomiAKlein @MelbWritersFest
@carocourt1,1,319,"RT @AusConservation: The fine folk who turned up today to Vic Parliament to say ""Caring keeps Australian beautiful"" #DefendEnviroOrgs http:"
@canberrakev11,1,24,RT @AusConservation: Plastic: the wonder material filling our oceans and beaches. http://t.co/NUqYrPT4Zb @RadioNational http://t.co/4xnKx3u
@camperschampers,1,113,RT @AusConservation: The @ComCouncil tells inquiry that charities employ five times more people than mining does in Australia. #DefendEnvir
@bwalen,1,734,"RT @AusConservation: Canada tried to silence environment groups. Australia, don't let it happen here, writes David Suzuki in http://t.co/t5"
@brentonscroop,1,464,RT @AusConservation: Turnbull has signalled public transport is back on the federal government's agenda - appoints Minister for Cities http
@bradboyqld,1,214,RT @AusConservation: The @ComCouncil tells inquiry that charities employ five times more people than mining does in Australia. #DefendEnvir
@borislav_TU,1,552,RT @AusConservation: As young people we don t believe there needs to be a tension between jobs and environment says Kirsty Albion of @AYCC
@bondi_izzy,1,4288,RT @AusConservation: NAB rules out funding Adani's Carmichael mine as buyer LG pulls out http://t.co/KGai26ToaL
@blackholemovie,1,217,RT @AusConservation: C'ttee members and @FoEAustralia representatives struggling to land a common understanding of protest and civil disobe
@beyondzeronews,1,8673,RT @AusConservation: Following expansion approval for Acland coal mine QLD's corruption watchdog asked to investigate political donations h
@bashastasak,1,384,RT @AusConservation: Some extraordinary evidence this arvo from business groups e.g. Democracy will eventually destroy the world #DefendE
@barkingowl49,1,143,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@bare_feet_laura,1,98,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@barcoo_grunter,1,416,"RT @AusConservation: Nuclear waste-govt close to releasing possible sites
 ""Responsible management
cant be fast-tracked"" @NukeDaveSweeney "
@azaamazer,1,166,RT @AusConservation: C'ttee members and @FoEAustralia representatives struggling to land a common understanding of protest and civil disobe
@avenueminga,1,252,RT @AusConservation: If we treat climate as the crisis it is - it can be an opportunity to build a better society @NaomiAKlein @MelbWriters
@ashleyjdalton,1,610,RT @AusConservation: If we stay on the road we are on we face a radically different future. But it's not too late to change. @NaomiAKlein @
@arcticyaks,1,199,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@annabelle1969,1,134,RT @AusConservation: The fine folks of Melbourne holding photos of the places they love #DefendEnviroOrgs http://t.co/GRnHF296R8
@andrewjgiles,1,3069,RT @AusConservation: The suggestion that there's a red line dividing 'advocacy' &amp; 'on ground' work is false. @AndrewjGiles gets to the of
@andrew_picone,1,435,RT @AusConservation: No green light for yellowcake: Parliament urges caution with India #uranium deal: http://t.co/plzAMmREwt @NukeDaveSwee
@amyharlib,1,632,RT @AusConservation: Advocacy a key aspect of protecting the environment: National Parks Australia Council. @DefendEnviroOrgs #auspol
@SmithLisa77,1,149,"RT @AusConservation: These Kiribati youth remain deeply unhappy about Peter Dutton's rising sea levels ""joke"" #ourstruggleisreal #climate h"
@SimonHabel,1,134,RT @AusConservation: A very encouraging comment from Minister Frydenberg...  https://t.co/ZKz6Qybvuz
@ShriekingVi,1,58,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@SharrynBrownlee,1,795,"RT @AusConservation: Walking should be the default mode of travel in the city, writes Matthew Trigg in http://t.co/nJt0ObrScn @Trigg #Sydney"
@OzStomper,1,158,"RT @AusConservation: Abbotts safeguard mechanism is effectively a license to pollute - read ACF's Susan Harter @renew_economy @GregHuntMP
"
@OzConsult,1,125,"RT @AusConservation: Climate getting hotter has an impact on health, productivity, safety, workplaces, children... @DocsEnvAus #DefendEnvir"
@OrBVIOUS66,1,1633,RT @AusConservation: If we treat climate as the crisis it is - it can be an opportunity to build a better society @NaomiAKlein @MelbWriters
@NukeDaveSweeney,1,491,RT @AusConservation: #Uranium miner in firing line: Energy Resources of Aust is responsible for an uncontrolled bushfire damaging #Kakadu. 
@NotTheNewz,1,66,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@NotLaoTzu,1,222,"RT @AusConservation: Australian Env Foundation"" finding it difficult to articulate what their environmental purpose is #DefendEnviroOrgs"
@NotKingCoal,1,477,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@Noreast223,1,48,RT @AusConservation: Sick of Pacific islanders' climate struggle being belittled? Join the rally in #Brisbane today. #ourstruggleisreal htt
@Naomiy007,1,511,"RT @AusConservation: Canada tried to silence environment groups. Australia, don't let it happen here, writes David Suzuki in http://t.co/t5"
@NannaHannah,1,1222,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@NSunners,1,1628,RT @AusConservation: Limiting NGOs to narrow service delivery would erode the important function of civil society: @UniofAdelaide @Pete_Bur
@MsCastan,1,5179,"RT @AusConservation: WATCH THIS VIDEO and join us at Vic Parliament lunchtime Monday, as the inquiry into environment groups meets inside h"
@MojoMedzen,1,288,"RT @AusConservation: EPBC Act working well, govt's case for change is gung ho, full of bluster, ignores crucial facts: Murray Wilcox QC h"
@MissingCatsRT,1,1661,"RT @AusConservation: ""We dont support politicians or parties. We support the environment."" @WWF_Australia #DefendEnviroOrgs #auspol"
@MickKime,1,1528,"RT @AusConservation: WATCH THIS VIDEO and join us at Vic Parliament lunchtime Monday, as the inquiry into environment groups meets inside h"
@MichaelRuyg,1,355,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@MelSchlein,1,97,RT @AusConservation: http://t.co/t5F5d6oHIu http://t.co/a5T1Pv7wnN
@MeckeringBoy,1,1376,RT @AusConservation: Sick of Pacific islanders' climate struggle being belittled? Join the rally in #Brisbane today. #ourstruggleisreal htt
@MathewHounsell,1,551,RT @AusConservation: The @ComCouncil tells inquiry that charities employ five times more people than mining does in Australia. #DefendEnvir
@MarkTMelb,1,431,"RT @AusConservation: Live at @MelbWritersFest where @BenOquist has just ntroduced @NaomiAKlein as ""one of the most influential voices of ou"
@MariaDuggan,1,2262,RT @AusConservation: The @ComCouncil tells inquiry that charities employ five times more people than mining does in Australia. #DefendEnvir
@MarekRivers,1,2803,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@MarcVegan,1,5555,RT @AusConservation: Five island nations vulnerable to climate change have joined calls for a global moratorium on new coalmines. http://t.
@ManuLM,1,430,"RT @AusConservation: Advocacy leads to national parks, which leads to tourism $$ for Australia: National Parks Australia Council. #DefendEn"
@MSMWatchdog2013,1,3674,"RT @AusConservation: Dear #G20,
Looking for ways to fund climate action? Cut fossil fuel subsidies. 
Sincerely, the world. #StopFundingFoss"
@MBan20,1,103,"RT @AusConservation: These Kiribati youth remain deeply unhappy about Peter Dutton's rising sea levels ""joke"" #ourstruggleisreal #climate h"
@MADGEAustralia,1,5586,RT @AusConservation: We've been audited twice in the last year and passed both says @Cam_Walker from @FoEAustralia #DefendEnviroOrgs
@PROPERgandists,1,90,"RT @AusConservation: The fine folk who turned up today to Vic Parliament to say ""Caring keeps Australian beautiful"" #DefendEnviroOrgs http:"
@PaulMariager,1,256,"RT @AusConservation: Australia must be a nation that is agile, innovative and creative; (with regard) renewable energy @kellyoshanassy http"
@PeacePiper,1,11718,RT @AusConservation: Hey all - @ausconservation will live tweet from @NaomiAKlein presentation today at @MelbWritersFest from 6PM EST - joi
@Raysimon1953,1,765,RT @AusConservation: Treating water as merely a farm input was how we stuffed up the Murray. Putting it in Ag portfolio repeats mistake htt
@SenatorLudlam,1,53790,RT @AusConservation: Hey all - @ausconservation will live tweet from @NaomiAKlein presentation today at @MelbWritersFest from 6PM EST - joi
@SeedyFella,1,143,RT @AusConservation: The @ComCouncil tells inquiry that charities employ five times more people than mining does in Australia. #DefendEnvir
@Scarlet56051023,1,235,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@Samantha_Vine_,1,191,"RT @AusConservation: Australian Env Foundation"" finding it difficult to articulate what their environmental purpose is #DefendEnviroOrgs"
@SamanthaRegione,1,762,RT @AusConservation: We need to talk about climate change as a profound moral crisis @NaomiAKlein @MelbWritersFest
@Salathome,1,10,"RT @AusConservation: Australia must be a nation that is agile, innovative and creative; (with regard) renewable energy @kellyoshanassy http"
@STamworth,1,125,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@SMCoates,1,569,RT @AusConservation: Poll shows Australians do not support govt push to strip communities of right to defend nature: http://t.co/aOtuZvErvf
@SGipton,1,51,RT @AusConservation: Fact check: Why Tony Abbott's claims on emissions targets get mixed verdicts http://t.co/cwpfnYMacL
@RocheJacqueline,1,1422,RT @AusConservation: We've been audited twice in the last year and passed both says @Cam_Walker from @FoEAustralia #DefendEnviroOrgs
@RobbiePHannan,1,1089,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@Redbiejay,1,20,RT @AusConservation: Treating the #MurrayDarling as merely a water source for irrigators is what stuffed up the river: @JonathanLaNauze htt
@Ratsars,1,186,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@PedrDewi,1,71,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@RPamatatau,1,4201,RT @AusConservation: Environment groups concerned #TPP could restrict Australian policy making: http://t.co/8LgMXHdPGB #climate @KellyOShan
@PyeAlpha,1,2192,RT @AusConservation: Only 22 per cent support Abbott govt plan to stop community groups going to court to defend the environment: http://t.
@PuntRoadProject,1,165,"RT @AusConservation: Walking should be the default mode of travel in the city, writes Matthew Trigg in http://t.co/nJt0ObrScn @Trigg #Sydney"
@ProgAtheistsInc,1,2684,"RT @AusConservation: Federal govts 'de-radicalization kit' linking extremism to environmentalism ""very disappointing"" says @AusConservation"
@PottsDriscoll,1,95,RT @AusConservation: Politicians can spin it any which way but polls show Australians don't swallow mining industry propaganda #freekaren #
@PlayThinkInc,1,460,"RT @AusConservation: ACF CEO @KellyOShanassy congratulates @TurnbullMalcolm, first former Environment Minister to become PM: http://t.co/xe"
@PixelsAndAtoms,1,1303,RT @AusConservation: Turnbull has signalled public transport is back on the federal government's agenda - appoints Minister for Cities http
@PetrakMelissa,1,8640,RT @AusConservation: Hey all - @ausconservation will live tweet from @NaomiAKlein presentation today at @MelbWritersFest from 6PM EST - joi
@PeterYacono,1,317,RT @AusConservation: If local communities rather than fossil fuel companies control their own energy they won't be profit driven @NaomiAKle
@PeterHolding,1,1096,"RT @AusConservation: Countries spend $88 billion of public money each year to find new fossil fuels, even though the fossil fuel era is ove"
@PeterDGardner,1,578,"RT @AusConservation: Connections between Australian politics and coal lobby run deep, writes @AusConservation economist Matt Rose @SBSNews "
@PercievedLogic,1,5051,"RT @AusConservation: On climate change @TonyAbbottMHR ""acts is if Australia is cut off from the rest of the planet,"" writes @ToniHassan htt"
@zenuska,1,77,"RT @AusConservation: Canada tried to silence environment groups. Australia, don't let it happen here, writes David Suzuki in http://t.co/t5"
